None,ticker,Date,Open,High,Low,Close,Volume,Adj_Close
419,AMZN,7/25/2016,746.55,748.5,735.35,739.61,2679290,739.61
420,AMZN,7/22/2016,747.79,751.28,743.53,744.86,2277711,744.86
421,AMZN,7/21/2016,747.5,749.36,742.7918,744.43,2317072,744.43
422,AMZN,7/20/2016,744,746.25,740.7,745.72,2214023,745.72
423,AMZN,7/19/2016,732.5,743.33,732.31,739.95,2216820,739.95
424,AMZN,7/18/2016,735.49,741.5954,728.72,736.07,2954914,736.07
425,AMZN,7/15/2016,746.55,746.55,734.05,735.44,3121385,735.44
426,AMZN,7/14/2016,748.86,749.04,739.02,741.2,2390472,741.2
427,AMZN,7/13/2016,746.76,756.87,741.25,742.63,4142265,742.63
428,AMZN,7/12/2016,756.86,757.34,740.33,748.21,5623657,748.21
429,AMZN,7/11/2016,750,755.9,747,753.78,3195272,753.78
430,AMZN,7/8/2016,740.14,746.1,738,745.81,3429217,745.81
431,AMZN,7/7/2016,739.33,739.55,731.63,736.57,2945783,736.57
432,AMZN,7/6/2016,725.71,737.77,722.58,737.61,3938249,737.61
433,AMZN,7/5/2016,722.8,728.11,719.61,728.1,2431431,728.1
434,AMZN,7/1/2016,717.32,728,716.54,725.68,2920423,725.68
435,AMZN,6/30/2016,717.2,719.37,712.54,715.62,2855142,715.62
436,AMZN,6/29/2016,715.75,719.5,713.54,715.6,3070052,715.6
437,AMZN,6/28/2016,700,708,698.1714,707.95,4036957,707.95
438,AMZN,6/27/2016,692.01,696.8189,682.115,691.36,5584037,691.36
439,AMZN,6/24/2016,693,712.5292,692.2,698.96,7632511,698.96
440,AMZN,6/23/2016,715.5,722.12,712.5,722.08,2824974,722.08
441,AMZN,6/22/2016,716.58,717,707.565,710.6,2260454,710.6
442,AMZN,6/21/2016,715.72,718.4,712.721,715.82,2137534,715.82
443,AMZN,6/20/2016,713.5,721.31,710.81,714.01,3677162,714.01
444,AMZN,6/17/2016,718.19,718.2,699.18,706.39,5897788,706.39
445,AMZN,6/16/2016,712.05,718,705.3,717.51,3097961,717.51
446,AMZN,6/15/2016,722,722.56,713.3522,714.26,2709447,714.26
447,AMZN,6/14/2016,712.33,720.805,712.27,719.3,2506922,719.3
448,AMZN,6/13/2016,714.01,721.99,711.16,715.24,3352201,715.24
449,AMZN,6/10/2016,722.35,724.98,714.21,717.91,3425718,717.91
450,AMZN,6/9/2016,723.1,728.91,722.3,727.65,2170318,727.65
451,AMZN,6/8/2016,726.4,729.42,721.6,726.64,2223366,726.64
452,AMZN,6/7/2016,729.89,730,720.55,723.74,2732463,723.74
453,AMZN,6/6/2016,726.5,731.5,724.42,726.73,2704806,726.73
454,AMZN,6/3/2016,726.74,727,718.43,725.54,3367306,725.54
455,AMZN,6/2/2016,720.97,728.28,715.5001,728.24,3026583,728.24
456,AMZN,6/1/2016,720.9,726.43,718.22,719.44,3263107,719.44
457,AMZN,5/31/2016,712.33,724.23,711.32,722.79,3618323,722.79
458,AMZN,5/27/2016,715,716.6,711.1,712.24,2249164,712.24
459,AMZN,5/26/2016,708.33,715,707.293,714.91,2446681,714.91
460,AMZN,5/25/2016,708,710.86,705.5159,708.35,3276631,708.35
461,AMZN,5/24/2016,698.01,707.5,698,704.2,3033782,704.2
462,AMZN,5/23/2016,704.25,706,696.42,696.75,2595082,696.75
463,AMZN,5/20/2016,701.05,707.24,700,702.8,2916165,702.8
464,AMZN,5/19/2016,691.88,699.4,689.56,698.52,3025566,698.52
465,AMZN,5/18/2016,689.56,702.5399,688.76,697.45,4283189,697.45
466,AMZN,5/17/2016,709.9,714.47,693.91,695.27,5121357,695.27
467,AMZN,5/16/2016,710.13,713.25,700.28,710.66,5432920,710.66
468,AMZN,5/13/2016,714.64,719.25,706.51,709.92,4763419,709.92
469,AMZN,5/12/2016,717.38,722.45,711.51,717.93,5048150,717.93
470,AMZN,5/11/2016,705.79,719,701.65,713.23,7338196,713.23
471,AMZN,5/10/2016,694,704.55,693.5,703.07,6105570,703.07
472,AMZN,5/9/2016,673.95,686.98,671.41,679.75,3982161,679.75
473,AMZN,5/6/2016,656.05,676.95,656.01,673.95,4365345,673.95
474,AMZN,5/5/2016,673.31,676.49,656,659.09,4884114,659.09
475,AMZN,5/4/2016,662.59,674,662.14,670.9,4635462,670.9
476,AMZN,5/3/2016,677.36,680.3,670.43,671.32,4923351,671.32
477,AMZN,5/2/2016,663.92,685.5,662.0251,683.85,6578517,683.85
478,AMZN,4/29/2016,666,669.98,654,659.59,10310739,659.59
479,AMZN,4/28/2016,615.54,626.8,599.2,602,7872605,602
480,AMZN,4/27/2016,611.8,615.95,601.28,606.57,4068767,606.57
481,AMZN,4/26/2016,626.17,626.7549,614.88,616.88,2521433,616.88
482,AMZN,4/25/2016,616.61,626.98,616.2511,626.2,2682924,626.2
483,AMZN,4/22/2016,624.47,628.25,611.56,620.5,5083904,620.5
484,AMZN,4/21/2016,631,637.82,628.5,631,2596298,631
485,AMZN,4/20/2016,630,636.55,623,632.99,2609425,632.99
486,AMZN,4/19/2016,637.14,638.01,620.8,627.9,4055870,627.9
487,AMZN,4/18/2016,625.35,637.64,624.9603,635.35,4360883,635.35
488,AMZN,4/15/2016,621.92,626.77,618.11,625.89,2887681,625.89
489,AMZN,4/14/2016,615.07,624.38,615.07,620.75,3512136,620.75
490,AMZN,4/13/2016,607.68,616.81,605.29,614.82,4228349,614.82
491,AMZN,4/12/2016,598.4,604.06,592.31,603.17,2641062,603.17
492,AMZN,4/11/2016,596.14,604,594.91,595.93,2704267,595.93
493,AMZN,4/8/2016,594.32,597.86,589,594.6,2591936,594.6
494,AMZN,4/7/2016,598.76,599.6,589.08,591.43,3189037,591.43
495,AMZN,4/6/2016,587.52,602.39,587.5,602.08,2849909,602.08
496,AMZN,4/5/2016,590.77,593.47,585.25,586.14,2308884,586.14
497,AMZN,4/4/2016,599,599.5,590.55,593.19,2470825,593.19
498,AMZN,4/1/2016,590.49,599.03,588.3,598.5,2917386,598.5
499,AMZN,3/31/2016,599.28,600.75,592.21,593.64,2681811,593.64
500,AMZN,3/30/2016,596.71,603.24,595,598.69,3890461,598.69
501,AMZN,3/29/2016,580.15,595.85,576.5,593.86,4392567,593.86
502,AMZN,3/28/2016,584.4,584.75,575.56,579.87,3121522,579.87
503,AMZN,3/24/2016,567.11,583.55,567.08,582.95,5185539,582.95
504,AMZN,3/23/2016,561,572.48,558.1,569.63,3983720,569.63
505,AMZN,3/22/2016,545.11,562.76,545.05,560.48,4000564,560.48
506,AMZN,3/21/2016,548.91,555.24,538.58,553.98,5155732,553.98
507,AMZN,3/18/2016,560.94,562.33,546.09,552.08,7296885,552.08
508,AMZN,3/17/2016,569.51,571.4,555.01,559.44,5928105,559.44
509,AMZN,3/16/2016,576.64,581.32,571.14,574.27,3537669,574.27
510,AMZN,3/15/2016,571,581.52,567,577.02,3876821,577.02
511,AMZN,3/14/2016,567,576.89,563.05,573.37,3454152,573.37
512,AMZN,3/11/2016,566.95,570.06,562.73,569.61,3771310,569.61
513,AMZN,3/10/2016,566.74,567,547.9,558.93,3919892,558.93
514,AMZN,3/9/2016,559.56,560.35,550.125,559.47,4377283,559.47
515,AMZN,3/8/2016,557.87,571.35,554.74,560.26,4679663,560.26
516,AMZN,3/7/2016,573.54,573.63,555.55,562.8,4932527,562.8
517,AMZN,3/4/2016,581.07,581.4,571.065,575.14,3416545,575.14
518,AMZN,3/3/2016,577.96,579.866,573.11,577.49,2741292,577.49
519,AMZN,3/2/2016,581.75,585,573.7,580.21,4582170,580.21
520,AMZN,3/1/2016,556.29,579.25,556,579.04,5038452,579.04
521,AMZN,2/29/2016,554,564.81,552.51,552.52,4145396,552.52
522,AMZN,2/26/2016,560.12,562.5,553.17,555.23,4877039,555.23
523,AMZN,2/25/2016,555.52,559.39,545.2946,555.15,4525463,555.15
524,AMZN,2/24/2016,545.75,554.27,533.1501,554.04,6231668,554.04
525,AMZN,2/23/2016,555.55,556.91,545.33,552.94,4050790,552.94
526,AMZN,2/22/2016,542.2,560.65,541.08,559.5,5566553,559.5
527,AMZN,2/19/2016,520.71,535.95,515.35,534.9,4974717,534.9
528,AMZN,2/18/2016,541.19,541.2,523.73,525,4735008,525
529,AMZN,2/17/2016,528.74,537.48,519.39,534.1,4824002,534.1
530,AMZN,2/16/2016,519.48,524.45,511.66,521.1,5118500,521.1
531,AMZN,2/12/2016,510.7,516.75,501.4932,507.08,5384787,507.08
532,AMZN,2/11/2016,491.17,509.3,484,503.82,7397393,503.82
533,AMZN,2/10/2016,491.76,504.66,486,490.48,6786181,490.48
534,AMZN,2/9/2016,478.01,498.38,474,482.07,7077915,482.07
535,AMZN,2/8/2016,486.47,493.5,475.21,488.1,9825509,488.1
536,AMZN,2/5/2016,529.28,529.45,499.19,502.13,9708929,502.13
537,AMZN,2/4/2016,525,538.99,519.2201,536.26,6199070,536.26
538,AMZN,2/3/2016,553.5,556,521.9,531.07,10048709,531.07
539,AMZN,2/2/2016,570,571.56,550.09,552.1,6312045,552.1
540,AMZN,2/1/2016,578.15,581.8,570.31,574.81,6355123,574.81
541,AMZN,1/29/2016,571.98,593,570,587,14677550,587
542,AMZN,1/28/2016,608.37,638.06,597.55,635.35,14015171,635.35
543,AMZN,1/27/2016,601.99,603.39,578.78,583.35,5152853,583.35
544,AMZN,1/26/2016,603.45,604.5,590.38,601.25,3765655,601.25
545,AMZN,1/25/2016,597.99,608.5,594.56,596.53,4396079,596.53
546,AMZN,1/22/2016,588.73,600.1,584.1079,596.38,5120144,596.38
547,AMZN,1/21/2016,573.58,588.81,568.22,575.02,4952217,575.02
548,AMZN,1/20/2016,564.36,578.45,547.18,571.77,7966406,571.77
549,AMZN,1/19/2016,577.09,584,566.45,574.48,4807165,574.48
550,AMZN,1/15/2016,572.24,584.62,565.3,570.18,7784523,570.18
551,AMZN,1/14/2016,580.25,602.25,569.88,593,7237978,593
552,AMZN,1/13/2016,620.88,620.88,579.16,581.81,7655239,581.81
553,AMZN,1/12/2016,625.25,625.99,612.2415,617.89,4724100,617.89
554,AMZN,1/11/2016,612.48,619.85,598.57,617.74,4891551,617.74
555,AMZN,1/8/2016,619.66,624.14,606,607.05,5512915,607.05
556,AMZN,1/7/2016,621.8,630,605.21,607.94,7074915,607.94
557,AMZN,1/6/2016,622,639.79,620.31,632.65,5329197,632.65
558,AMZN,1/5/2016,646.86,646.91,627.65,633.79,5822603,633.79
559,AMZN,1/4/2016,656.29,657.715,627.51,636.99,9314519,636.99
560,AMZN,12/31/2015,686.08,687.75,675.89,675.89,3749560,675.89
561,AMZN,12/30/2015,691.89,695.49,686.375,689.07,3519003,689.07
562,AMZN,12/29/2015,677.98,696.44,677.8893,693.97,5734996,693.97
563,AMZN,12/28/2015,665.56,675.5,665.5,675.2,3783555,675.2
564,AMZN,12/24/2015,663.35,664.68,660.6,662.79,1092970,662.79
565,AMZN,12/23/2015,666.5,666.597,656.63,663.7,2722922,663.7
566,AMZN,12/22/2015,666.83,668.49,659.26,663.15,2667795,663.15
567,AMZN,12/21/2015,668.5,669.9,658.93,664.51,3250900,664.51
568,AMZN,12/18/2015,668.65,676.84,664.13,664.14,6841304,664.14
569,AMZN,12/17/2015,680,682.5,670.65,670.65,3681645,670.65
570,AMZN,12/16/2015,663.56,677.35,659.32,675.77,3964470,675.77
571,AMZN,12/15/2015,665.03,671.5,657.35,658.64,4753415,658.64
572,AMZN,12/14/2015,641.75,658.585,635.27,657.91,4361273,657.91
573,AMZN,12/11/2015,651.23,657.88,639.62,640.15,5474420,640.15
574,AMZN,12/10/2015,665.59,668.526,659.56,662.32,3455472,662.32
575,AMZN,12/9/2015,678,679,655.68,664.79,5158172,664.79
576,AMZN,12/8/2015,663.13,679.99,659.79,677.33,3651908,677.33
577,AMZN,12/7/2015,674.74,675.46,660.5,669.83,3732814,669.83
578,AMZN,12/4/2015,666,674.775,661.4,672.64,4534796,672.64
579,AMZN,12/3/2015,679.44,682.79,661.48,666.25,5064736,666.25
580,AMZN,12/2/2015,681,684.82,674.25,676.01,4273526,676.01
581,AMZN,12/1/2015,673.75,681,667.86,679.06,4751152,679.06
582,AMZN,11/30/2015,675.9,681.29,664.6,664.8,5693172,664.8
583,AMZN,11/27/2015,680.8,680.99,672.1,673.26,1966801,673.26
584,AMZN,11/25/2015,675,679.7,671.24,675.34,2697889,675.34
585,AMZN,11/24/2015,674.14,675.8,661.2125,671.15,4543417,671.15
586,AMZN,11/23/2015,671.5,682.77,668.45,678.99,4385057,678.99
587,AMZN,11/20/2015,667.94,668.87,657.57,668.45,3896135,668.45
588,AMZN,11/19/2015,664.99,672.86,659,661.27,4705237,661.27
589,AMZN,11/18/2015,646.51,664.88,646.37,663.54,4469769,663.54
590,AMZN,11/17/2015,650.65,653.25,641,643.3,4316843,643.3
591,AMZN,11/16/2015,640.92,649.99,622.29,647.81,7435934,647.81
592,AMZN,11/13/2015,663.57,667,640.45,642.35,6261076,642.35
593,AMZN,11/12/2015,673,675.64,664.22,665.6,4284678,665.6
594,AMZN,11/11/2015,663.25,675.96,663.25,673.25,5387309,673.25
595,AMZN,11/10/2015,651.01,660,647.262,659.68,3489483,659.68
596,AMZN,11/9/2015,658.65,661.955,647.8477,655.49,4048823,655.49
597,AMZN,11/6/2015,655,662.26,652,659.37,4092165,659.37
598,AMZN,11/5/2015,647.1,657,643.0901,655.65,4723825,655.65
599,AMZN,11/4/2015,627.76,645.93,627.35,640.95,4840501,640.95
600,AMZN,11/3/2015,629.53,629.89,622,625.31,3246910,625.31
601,AMZN,11/2/2015,627.13,628.63,620.41,628.35,2816479,628.35
602,AMZN,10/30/2015,626.01,630.72,625.28,625.9,3874363,625.9
603,AMZN,10/29/2015,617.7,627.54,615.39,626.55,3896026,626.55
604,AMZN,10/28/2015,612.3,617.23,609.5,617.1,3926200,617.1
605,AMZN,10/27/2015,608.6,614.71,605.53,611.01,3787136,611.01
606,AMZN,10/26/2015,602.3,609.85,596.29,608.61,4269715,608.61
607,AMZN,10/23/2015,617.68,619.45,595.36,599.03,10692667,599.03
608,AMZN,10/22/2015,562.7,569.146,556.67,563.91,7779372,563.91
609,AMZN,10/21/2015,563.87,565.25,552.52,555.77,3361655,555.77
610,AMZN,10/20/2015,572,573,555.28,560.88,4346209,560.88
611,AMZN,10/19/2015,570.76,579,567.38,573.15,4375420,573.15
612,AMZN,10/16/2015,565.27,570.94,560.31,570.76,4315792,570.76
613,AMZN,10/15/2015,547.75,563,547,562.44,4937034,562.44
614,AMZN,10/14/2015,551.34,552.25,539.68,544.83,3582060,544.83
615,AMZN,10/13/2015,546.26,553.2,543.1,548.9,2938044,548.9
616,AMZN,10/12/2015,539.96,550.82,539.8,550.19,2776103,550.19
617,AMZN,10/9/2015,534.48,541.79,530.27,539.8,3537364,539.8
618,AMZN,10/8/2015,536.71,539.386,519.89,533.16,4676440,533.16
619,AMZN,10/7/2015,541.79,542,529,541.94,3812087,541.94
620,AMZN,10/6/2015,545.5,551.5,533.33,537.48,4547519,537.48
621,AMZN,10/5/2015,536.99,545.91,536,543.68,3391359,543.68
622,AMZN,10/2/2015,512.99,532.6,508.1,532.54,4597795,532.54
623,AMZN,10/1/2015,511,520.8,506,520.72,3768483,520.72
624,AMZN,9/30/2015,505.44,512.8,501.6724,511.67,3902536,511.67
625,AMZN,9/29/2015,506,511.48,490.5,496.07,4457532,496.07
626,AMZN,9/28/2015,520.02,520.28,494.3337,504.06,5370668,504.06
627,AMZN,9/25/2015,542.57,542.8,521.4,524.25,4030998,524.25
628,AMZN,9/24/2015,530.55,534.56,522.87,533.75,3500964,533.75
629,AMZN,9/23/2015,538.3,541.21,534,536.07,2237571,536.07
630,AMZN,9/22/2015,539.71,543.55,532.66,538.4,3841748,538.4
631,AMZN,9/21/2015,544.33,549.78,539.59,548.39,3283313,548.39
632,AMZN,9/18/2015,534.62,546.237,531.35,540.26,6160075,540.26
633,AMZN,9/17/2015,526.98,546.97,526.57,538.87,4169484,538.87
634,AMZN,9/16/2015,521.98,528.3,518.52,527.39,2252790,527.39
635,AMZN,9/15/2015,523.25,527.92,517.2,522.37,2865933,522.37
636,AMZN,9/14/2015,529.44,532.45,518.58,521.38,3130241,521.38
637,AMZN,9/11/2015,521.07,529.44,520.605,529.44,3227862,529.44
638,AMZN,9/10/2015,515.15,526.13,514.78,522.24,2575982,522.24
639,AMZN,9/9/2015,524,529.95,515.06,516.89,4370657,516.89
640,AMZN,9/8/2015,508.69,518.35,508.5144,517.54,3810653,517.54
641,AMZN,9/4/2015,497.65,502.85,495.64,499,2692510,499
642,AMZN,9/3/2015,514.5,515.84,502.57,504.72,3149694,504.72
643,AMZN,9/2/2015,505.09,510.86,497.72,510.55,3707116,510.55
644,AMZN,9/1/2015,499.14,510,493.43,496.54,3864514,496.54
645,AMZN,8/31/2015,516.44,519.41,509.07,512.89,3002293,512.89
646,AMZN,8/28/2015,517.5,521.5,513.04,518.01,2746708,518.01
647,AMZN,8/27/2015,514.03,522.69,507.261,518.37,6114506,518.37
648,AMZN,8/26/2015,484.02,503.72,478.76,500.77,6358639,500.77
649,AMZN,8/25/2015,487.49,489.44,466.25,466.37,5679329,466.37
650,AMZN,8/24/2015,463.58,489.76,451,463.37,10097601,463.37
651,AMZN,8/21/2015,507.36,512.33,494.47,494.47,6706466,494.47
652,AMZN,8/20/2015,530.39,533.25,515.77,515.78,4407990,515.78
653,AMZN,8/19/2015,533.74,537.25,529,532.92,2324040,532.92
654,AMZN,8/18/2015,535.04,539.49,533,535.02,2071342,535.02
655,AMZN,8/17/2015,531.29,538.74,527.12,535.22,2581680,535.22
656,AMZN,8/14/2015,528.25,534.11,528.25,531.52,1994799,531.52
657,AMZN,8/13/2015,527.37,534.66,525.4846,529.66,2895238,529.66
658,AMZN,8/12/2015,523.75,527.5,513.06,525.91,4014684,525.91
659,AMZN,8/11/2015,523.65,528.98,522,527.46,2676600,527.46
660,AMZN,8/10/2015,528.52,532.2764,523,524,2615926,524
661,AMZN,8/7/2015,529.16,529.4599,518.21,522.62,3969215,522.62
662,AMZN,8/6/2015,539.3,542.74,527.52,529.46,3820453,529.46
663,AMZN,8/5/2015,538.8,539.14,534.119,537.01,2866861,537.01
664,AMZN,8/4/2015,529.69,536.95,529.163,531.9,2934590,531.9
665,AMZN,8/3/2015,537.45,540.44,529.36,535.03,3014236,535.03
666,AMZN,7/31/2015,539.09,542.84,534.5201,536.15,3025598,536.15
667,AMZN,7/30/2015,527.65,539.2,524.29,536.76,3743065,536.76
668,AMZN,7/29/2015,530.92,532.9655,525.02,529,3752634,529
669,AMZN,7/28/2015,536,536.39,523.12,526.03,5273092,526.03
670,AMZN,7/27/2015,527.75,544.95,526.6,531.41,7490960,531.41
671,AMZN,7/24/2015,578.99,580.57,529.35,529.42,21909381,529.42
672,AMZN,7/23/2015,491.66,491.66,475.7,482.18,9374431,482.18
673,AMZN,7/22/2015,485.99,492.5,484.9,488.27,3114898,488.27
674,AMZN,7/21/2015,487.9,488.88,482.55,488,3181831,488
675,AMZN,7/20/2015,492.57,493.2,485.4,488.1,4752491,488.1
676,AMZN,7/17/2015,477.7,485.42,477.25,483.01,4932176,483.01
677,AMZN,7/16/2015,465.5,475.88,464.8,475.48,4095581,475.48
678,AMZN,7/15/2015,463.04,464.7,460.2,461.19,2987399,461.19
679,AMZN,7/14/2015,462.32,469.6,458.16,465.57,4736215,465.57
680,AMZN,7/13/2015,448.29,457.87,447.54,455.57,3956802,455.57
681,AMZN,7/10/2015,440.49,444.72,439,443.51,2400981,443.51
682,AMZN,7/9/2015,434.9,438.72,434.15,434.39,2271395,434.39
683,AMZN,7/8/2015,434.35,435.99,428.83,429.7,2383130,429.7
684,AMZN,7/7/2015,435.68,437.73,425.57,436.72,3454248,436.72
685,AMZN,7/6/2015,435.23,439.73,433.52,436.04,1903161,436.04
686,AMZN,7/2/2015,437,438.2,433.48,437.71,1343397,437.71
687,AMZN,7/1/2015,439.35,440,435.58,437.39,1987076,437.39
688,AMZN,6/30/2015,434.2,435.57,430.46,434.09,2596873,434.09
689,AMZN,6/29/2015,434.98,437,429,429.86,2753193,429.86
690,AMZN,6/26/2015,441.76,443.49,435.06,438.1,2624479,438.1
691,AMZN,6/25/2015,438.07,443.47,436.39,440.1,2237458,440.1
692,AMZN,6/24/2015,444.97,446.47,440.23,440.84,2620827,440.84
693,AMZN,6/23/2015,435.59,447.04,433.69,445.99,3245049,445.99
694,AMZN,6/22/2015,437,439.24,434.18,436.29,1823572,436.29
695,AMZN,6/19/2015,440.26,444.99,433.24,434.92,4495087,434.92
696,AMZN,6/18/2015,430.3,439.73,429.405,439.39,3378360,439.39
697,AMZN,6/17/2015,428.36,431.35,424.753,427.81,2185869,427.81
698,AMZN,6/16/2015,424.15,427.97,422.67,427.26,2297469,427.26
699,AMZN,6/15/2015,427.66,428.05,422.64,423.67,2050987,423.67
700,AMZN,6/12/2015,431.25,432.36,428.26,429.92,2054385,429.92
701,AMZN,6/11/2015,432.29,438.89,431.47,432.97,2922459,432.97
702,AMZN,6/10/2015,426.46,432.2,425.66,430.77,2172333,430.77
703,AMZN,6/9/2015,422.96,427.49,419.14,425.48,2288663,425.48
704,AMZN,6/8/2015,425.62,426.8,421.425,423.5,2172525,423.5
705,AMZN,6/5/2015,429.66,430.8,426.5,426.95,1907855,426.95
706,AMZN,6/4/2015,434.4,436.755,429.26,430.78,2510761,430.78
707,AMZN,6/3/2015,434.4,438.39,432.75,436.59,2727914,436.59
708,AMZN,6/2/2015,430.07,433.23,426.25,430.99,1669845,430.99
709,AMZN,6/1/2015,430.4,433.16,426.2,430.92,2253264,430.92
710,AMZN,5/29/2015,427.23,432.5,427.23,429.23,3016060,429.23
711,AMZN,5/28/2015,429.71,431.35,425.47,426.57,1912436,426.57
712,AMZN,5/27/2015,427.45,431.85,425.01,431.42,2231088,431.42
713,AMZN,5/26/2015,426.2,427,422,425.47,2244185,425.47
714,AMZN,5/22/2015,431.55,432.44,427.61,427.63,2020629,427.63
715,AMZN,5/21/2015,428,436.9,428,431.63,4121401,431.63
716,AMZN,5/20/2015,420.6,427.1,418.36,423.86,2196159,423.86
717,AMZN,5/19/2015,424.87,428.24,420.63,421.71,2465240,421.71
718,AMZN,5/18/2015,426,427.27,421.46,425.24,2390229,425.24
719,AMZN,5/15/2015,428,430.3962,424.3,426,4240306,426
720,AMZN,5/14/2015,429.45,433,427.01,432.28,1888477,432.28
721,AMZN,5/13/2015,429.98,433.528,425.8,426.87,1996328,426.87
722,AMZN,5/12/2015,431.08,433.25,426.71,431.02,1947822,431.02
723,AMZN,5/11/2015,432.51,439,431.37,432.85,2393737,432.85
724,AMZN,5/8/2015,430.75,435.2,430.174,433.69,2908838,433.69
725,AMZN,5/7/2015,424.15,428.5,422.85,426.88,2766132,426.88
726,AMZN,5/6/2015,421.43,422.7165,414.55,419.1,2552474,419.1
727,AMZN,5/5/2015,422.85,427.51,421.02,421.19,2856386,421.19
728,AMZN,5/4/2015,424.8,429.77,422.42,423.04,2270448,423.04
729,AMZN,5/1/2015,423.82,425.64,416,422.87,3565824,422.87
730,AMZN,4/30/2015,427.11,431.75,419.24,421.78,3647877,421.78
731,AMZN,4/29/2015,426.75,434.24,426.03,429.37,3621688,429.37
732,AMZN,4/28/2015,438.51,439,428.04,429.31,4140483,429.31
733,AMZN,4/27/2015,443.86,446.99,437.41,438.56,5430949,438.56
734,AMZN,4/24/2015,439,452.65,439,445.1,17176904,445.1
735,AMZN,4/23/2015,390.21,391.88,386.15,389.99,7979985,389.99
736,AMZN,4/22/2015,391.91,394.28,388,389.8,3474724,389.8
737,AMZN,4/21/2015,391.31,394.6,386.8,391.18,4643524,391.18
738,AMZN,4/20/2015,378.55,391.94,377,389.51,5016148,389.51
739,AMZN,4/17/2015,382.63,383.56,374.4,375.56,3839664,375.56
740,AMZN,4/16/2015,383.69,387.45,383.55,386.04,2080418,386.04
741,AMZN,4/15/2015,384.65,385.78,381.64,383.45,1933229,383.45
742,AMZN,4/14/2015,383.51,387.81,381.2101,385.11,2583575,385.11
743,AMZN,4/13/2015,383.53,385.28,380.14,382.36,1894453,382.36
744,AMZN,4/10/2015,384.31,387.12,381.3151,382.65,2573519,382.65
745,AMZN,4/9/2015,380.66,384.42,378.795,383.54,2392328,383.54
746,AMZN,4/8/2015,374.66,381.58,374.65,381.2,2636434,381.2
747,AMZN,4/7/2015,376.15,379.31,374.03,374.41,1954902,374.41
748,AMZN,4/6/2015,370.1,380.2,369.36,377.04,3050709,377.04
749,AMZN,4/2/2015,370.5,373.28,369,372.25,1875279,372.25
750,AMZN,4/1/2015,372.1,373.16,368.34,370.255,2458095,370.255
751,AMZN,3/31/2015,373.24,377.7,371.51,372.1,2506122,372.1
752,AMZN,3/30/2015,371.87,376.12,371.55,374.59,1820933,374.59
753,AMZN,3/27/2015,367.11,373.17,366.5734,370.56,2609774,370.56
754,AMZN,3/26/2015,369.59,371.4,365.65,367.35,2929962,367.35
755,AMZN,3/25/2015,375.17,380.5,370.285,370.96,3429497,370.96
756,AMZN,3/24/2015,373.99,375.24,372.27,374.09,2228214,374.09
757,AMZN,3/23/2015,378.07,381.77,374.94,375.11,2239343,375.11
758,AMZN,3/20/2015,376.29,379.37,375.92,378.49,3763553,378.49
759,AMZN,3/19/2015,373.87,377.11,372.19,373.24,1915671,373.24
760,AMZN,3/18/2015,369.97,375.99,366.7,375.135,2654135,375.135
761,AMZN,3/17/2015,371.11,374.5,369.64,371.92,2036961,371.92
762,AMZN,3/16/2015,370.38,373.94,366.72,373.35,2354059,373.35
763,AMZN,3/13/2015,371.52,373.99,366.68,370.58,2611658,370.58
764,AMZN,3/12/2015,368.82,375.5,367.52,374.24,2810001,374.24
765,AMZN,3/11/2015,370.61,373.35,366.26,366.37,2495097,366.37
766,AMZN,3/10/2015,377.45,377.77,369.18,369.51,3120972,369.51
767,AMZN,3/9/2015,378.4,379.33,375.28,378.56,2311390,378.56
768,AMZN,3/6/2015,385.52,387,378.88,380.09,2627042,380.09
769,AMZN,3/5/2015,385.61,388.4182,383.89,387.83,2693518,387.83
770,AMZN,3/4/2015,385.71,387.9,382.19,382.72,2259141,382.72
771,AMZN,3/3/2015,383.95,386.1,381.601,384.61,1946498,384.61
772,AMZN,3/2/2015,380.85,385.9,379.481,385.655,2139205,385.655
773,AMZN,2/27/2015,384,385.99,379.79,380.16,2532309,380.16
774,AMZN,2/26/2015,384.07,389.37,383.28,384.8,2687107,384.8
775,AMZN,2/25/2015,377.27,387.85,376.54,385.37,3174495,385.37
776,AMZN,2/24/2015,378.65,380.48,376.16,378.59,1921850,378.59
777,AMZN,2/23/2015,383.44,384.54,378,380.14,2176989,380.14
778,AMZN,2/20/2015,378.62,383.7,375.84,383.66,3258023,383.66
779,AMZN,2/19/2015,373.49,381.88,373.43,378.995,2953752,378.995
780,AMZN,2/18/2015,373.78,376.74,372.85,373.37,2650610,373.37
781,AMZN,2/17/2015,377.72,379.985,372.67,375.43,3673208,375.43
782,AMZN,2/13/2015,378.41,383,377.01,381.83,3475069,381.83
783,AMZN,2/12/2015,375.1,378.51,373.15,377.17,2791050,377.17
784,AMZN,2/11/2015,371.23,377.1,371.1,375.14,2786523,375.14
785,AMZN,2/10/2015,371.19,374.3,368.51,372.995,2287232,372.995
786,AMZN,2/9/2015,371,374.41,367.2,370.56,2724630,370.56
787,AMZN,2/6/2015,374.87,375.9899,371.01,374.28,3892382,374.28
788,AMZN,2/5/2015,366,378.8,365.9,373.89,7247605,373.89
789,AMZN,2/4/2015,358.38,367.5,358.23,364.75,4169927,364.75
790,AMZN,2/3/2015,360.29,367.817,360.21,363.55,6212565,363.55
791,AMZN,2/2/2015,350.05,365,350.01,364.47,10231914,364.47
